experiment,source_experiment,mode,condition,model_short,model_id,reasoning,problem_id,level,difficulty,difficulty_label,is_26_research,v4flash_score,v4flash_pass,v4pro_score,gemini_score,pass_at_1_v4flash,n_branches,cost_usd,elapsed_s,error
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-010,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.024501,281.85,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-011,IMO-easy,1,competition-hard,False,7,True,7,0,6,3,0.289973,1238.16,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-012,IMO-medium,1,competition-hard,False,7,True,6,7,7,3,0.065127,1154.7,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-013,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.037341,450.55,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-014,pre-IMO,0,pre-competition,False,7,True,7,7,0,3,0.042881,1024.29,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-015,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.060279,1368.72,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-016,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.052593,1161.05,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-017,pre-IMO,0,pre-competition,False,7,True,7,7,0,3,0.040053,748.88,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-018,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.05748,1087.6,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-019,IMO-easy,1,competition-hard,False,6,True,7,7,7,3,0.050489,968.95,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-020,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.067834,1348.59,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-021,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.062404,687.05,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-022,IMO-easy,1,competition-hard,False,0,False,0,1,0,3,0.038109,468.34,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-023,IMO-medium,1,competition-hard,False,1,False,1,7,0,3,0.05491,863.79,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-024,IMO-medium,1,competition-hard,False,0,False,0,1,0,3,0.051904,858.4,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-025,IMO-easy,1,competition-hard,False,7,True,7,7,0,3,0.031063,449.85,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-026,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.025574,228.01,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-027,IMO-easy,1,competition-hard,False,7,True,7,7,0,3,0.098742,790.95,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-028,IMO-medium,1,competition-hard,False,0,False,0,7,0,3,0.034285,417.1,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-029,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.036793,463.93,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,PB-Basic-030,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.032611,326.56,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,erdos-1051,Minor Novelty,3,research-medium,True,0,False,0,0,0,3,0.045236,465.55,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,erdos-333,Literature Identification,2,research-easy,True,0,False,0,0,0,3,0.036474,306.77,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,erdos-397,Independent Rediscovery,1,competition-hard,True,0,False,0,0,0,3,0.032747,182.56,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,erdos-654,Negligible Novelty,2,research-easy,True,0,False,0,0,0,3,0.034343,227.57,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,erdos-659,Negligible Novelty,2,research-easy,True,0,False,0,0,0,3,0.037719,367.01,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,first-proof-10-official,1,2,research-easy,True,1,False,6,1,6,3,0.079752,1228.5,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,first-proof-4-official,3,4,research-hard,True,0,False,0,0,0,3,0.039895,159.54,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,first-proof-5-official,2,3,research-medium,True,0,False,0,0,0,3,0.041221,331.36,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,first-proof-6-official,3,4,research-hard,True,0,False,0,0,0,3,0.047744,251.9,
architecture,phase1,generate,generate,gemini-3-flash-preview,openrouter/google/gemini-3-flash-preview,default,ramsey-hypergraphs,Moderately Interesting,5,research-frontier,True,0,False,0,0,0,3,0.342563,861.91,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-001,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.023842,676.04,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-002,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.045925,1380.32,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-003,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.027063,1421.4,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-004,IMO-easy,1,competition-hard,False,6,True,1,7,0,3,0.040716,1367.8,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,0,False,1,0,0,3,0.038472,1238.91,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.020901,744.87,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,6,True,6,7,6,3,0.061472,2843.39,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.028215,1532.44,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.017565,513.01,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.012703,697.93,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.015783,717.84,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,0,False,1,7,0,3,0.036618,1196.48,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.033414,1432.16,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.018005,843.51,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.01707,743.53,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.017514,656.23,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.047143,1317.6,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.018011,1016.56,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,0,False,1,7,0,3,0.031179,850.98,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,0,False,0,6,0,3,0.032225,1225.79,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.021612,919.55,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,0,False,0,6,0,3,0.022527,1035.79,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.019425,848.99,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.027268,2466.52,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,0,False,0,6,0,3,0.031751,2032.63,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,0,False,0,1,0,3,0.023757,1097.35,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.028187,1589.3,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,,,7,7,7,3,0.051197,1843.32,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,0,False,0,1,1,3,0.034765,1215.29,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.01311,655.3,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-001,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.018927,498.56,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-002,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.032802,1112.08,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-003,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.024416,862.42,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-004,IMO-easy,1,competition-hard,False,0,False,6,7,7,3,0.043132,1712.75,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-005,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.034634,1142.73,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-006,IMO-medium,1,competition-hard,False,0,False,0,1,0,3,0.034145,1199.56,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-007,IMO-medium,1,competition-hard,False,0,False,0,6,0,3,0.029642,650.62,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-008,pre-IMO,0,pre-competition,False,7,True,7,7,0,3,0.025304,1082.05,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-009,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.033462,2059.93,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-010,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.01414,456.51,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-011,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.065224,2400.4,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-012,IMO-medium,1,competition-hard,False,6,True,6,7,,3,0.04346,1804.52,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-013,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.02632,1452.16,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-014,pre-IMO,0,pre-competition,False,7,True,7,7,6,3,0.043342,1630.43,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-015,pre-IMO,0,pre-competition,False,1,False,6,7,1,3,0.037949,1332.9,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-016,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.038808,1651.48,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-017,pre-IMO,0,pre-competition,False,7,True,7,7,0,3,0.014654,486.11,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-018,pre-IMO,0,pre-competition,False,0,False,1,7,0,3,0.034072,1111.19,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-019,IMO-easy,1,competition-hard,False,7,True,7,7,0,3,0.028213,946.23,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-020,IMO-easy,1,competition-hard,False,0,False,1,7,0,3,0.026827,887.99,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-021,IMO-easy,1,competition-hard,False,7,True,7,7,0,3,0.041771,1214.36,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-022,IMO-easy,1,competition-hard,False,0,False,0,6,0,3,0.024689,795.6,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-023,IMO-medium,1,competition-hard,False,0,False,1,7,0,3,0.034525,1226.98,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-024,IMO-medium,1,competition-hard,False,0,False,0,1,0,3,0.034582,1271.54,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-025,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.015809,909.56,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-026,IMO-medium,1,competition-hard,False,0,False,0,1,0,3,0.018189,987.1,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-027,IMO-easy,1,competition-hard,False,7,True,7,7,0,3,0.055796,2314.61,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-028,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.022689,943.01,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-029,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.056515,3385.35,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Basic-030,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.023756,1349.35,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,erdos-1051,Minor Novelty,3,research-medium,True,0,False,0,7,0,3,0.030063,849.6,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,erdos-333,Literature Identification,2,research-easy,True,0,False,0,0,0,3,0.018844,1164.84,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,erdos-397,Independent Rediscovery,1,competition-hard,True,0,False,0,0,0,3,0.014442,618.34,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,erdos-654,Negligible Novelty,2,research-easy,True,0,False,0,0,0,3,0.023614,1217.05,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,erdos-659,Negligible Novelty,2,research-easy,True,0,False,0,0,0,3,0.024064,440.29,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,first-proof-10-official,1,2,research-easy,True,0,False,6,1,,3,0.051936,1379.23,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,first-proof-4-official,3,4,research-hard,True,0,False,0,0,0,3,0.02992,604.32,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,first-proof-5-official,2,3,research-medium,True,0,False,0,0,0,3,0.02951,404.73,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,first-proof-6-official,3,4,research-hard,True,0,False,0,0,0,3,0.034072,861.01,
architecture,phase1,generate,generate,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,ramsey-hypergraphs,Moderately Interesting,5,research-frontier,True,0,False,0,0,0,3,0.069881,3522.96,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-001,IMO-easy,1,competition-hard,False,0,False,1,7,0,3,0.030964,1521.95,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-002,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.037285,1331.33,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-003,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.025769,826.78,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-004,IMO-easy,1,competition-hard,False,0,False,1,7,0,3,0.035167,1077.03,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.042289,1410.73,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,0,False,0,1,0,3,0.023205,1179.95,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.022208,560.82,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.025773,1076.94,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.019298,720.13,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.025429,954.6,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,0,False,0,6,0,3,0.023864,865.31,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.037208,898.91,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.026871,1000.77,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.024216,1716.64,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.022118,1062.6,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.024337,856.27,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.030727,659.52,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.036254,1723.45,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,0,False,0,6,0,3,0.020925,623.18,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.021857,814.19,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.029923,692.08,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.041501,1786.2,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.025319,655.67,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.023162,1781.76,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.039528,1682.37,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.031277,1478.62,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.020475,914.5,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.019169,1286.0,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,0,False,1,0,0,3,0.013673,471.14,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Advanced-030,IMO-hard,1,competition-hard,False,0,False,0,0,0,3,0.021637,670.31,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-001,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.017198,494.56,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-002,pre-IMO,0,pre-competition,False,7,True,7,7,0,3,0.01966,572.27,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-003,IMO-easy,1,competition-hard,False,0,False,1,7,0,3,0.027234,1663.38,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-004,IMO-easy,1,competition-hard,False,0,False,0,7,0,3,0.032629,1363.07,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-005,IMO-easy,1,competition-hard,False,0,False,0,1,0,3,0.027489,902.71,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-006,IMO-medium,1,competition-hard,False,0,False,0,0,0,3,0.01736,531.71,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-007,IMO-medium,1,competition-hard,False,0,False,0,7,0,3,0.028365,689.93,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-008,pre-IMO,0,pre-competition,False,0,False,0,7,0,3,0.019572,915.92,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-009,IMO-easy,1,competition-hard,False,,,0,7,,3,0.020095,1382.72,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-010,IMO-easy,1,competition-hard,False,7,True,7,7,7,3,0.012404,347.83,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-011,IMO-easy,1,competition-hard,False,0,False,0,0,0,3,0.016962,1511.23,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-012,IMO-medium,1,competition-hard,False,7,True,7,7,0,3,0.054929,1905.11,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-013,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.031503,1153.42,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-014,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.040324,1315.83,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-015,pre-IMO,0,pre-competition,False,1,False,1,0,0,3,0.02412,933.07,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-016,pre-IMO,0,pre-competition,False,7,True,6,7,0,3,0.064455,2325.72,
architecture,phase1,generate,generate,gpt-oss-120b,openrouter/openai/gpt-oss-120b,default,PB-Basic-017,pre-IMO,0,pre-competition,False,7,True,7,7,7,3,0.01556,393.46,
