experiment,source_experiment,model_short,model_id,reasoning,problem_id,level,difficulty,difficulty_label,is_26_research,n,branches_available,subsets_used,pass_at_n_mean_v4flash,pass_at_n_std_v4flash,pass_at_n_pass_rate_v4flash,pass_at_n_mean_v4pro,pass_at_n_std_v4pro,pass_at_n_mean_gemini,pass_at_n_std_gemini
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-004,IMO-easy,1,competition-hard,False,5,9,126,3.3333,2.9814,0.5556,0.9524,0.213,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-004,IMO-easy,1,competition-hard,False,7,9,36,4.6667,2.4944,0.7778,1.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-004,IMO-easy,1,competition-hard,False,9,9,1,6.0,0.0,1.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0.1429,0.3499,0.2857,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0.4286,0.4949,0.7143,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0.7143,0.4518,0.9524,0.213
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,1.0,0.0,1.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-005,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0.5714,0.4949
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0.9714,0.1666
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,1,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,1.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-006,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,1,9,9,0.7778,2.1999,0.1111,1.8571,2.9485,2,3.1623
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,3,9,84,2.3333,3.2998,0.3333,4.7143,3.0102,5,3.1623
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,5,9,126,3.8889,3.4783,0.5556,6.4286,1.4983,6.6667,1.4907
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,7,9,36,5.4444,2.9102,0.7778,7.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-007,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,2.8571,3.3135
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,6.0286,2.1972
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,6.9524,0.213
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-008,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-009,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-010,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,1,2.0702
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,2.8571,2.7479
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,4.5238,2.3425
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,6.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-011,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0.2857,0.4518,4.8571,2.4744
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0.7143,0.4518,6.7143,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0.9524,0.213,6.9524,0.213
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,1.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-012,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0.2857,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0.7143,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0.9524,0.213
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,1.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-013,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-014,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-015,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-016,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,1.2857,2.3733
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,3.4571,3.0831
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,5.2857,2.7105
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-017,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-018,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,1,9,9,0.7778,1.8725,0.1111,0.4286,0.4949,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,3,9,84,2.25,2.681,0.3333,0.8857,0.3182,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,5,9,126,3.6111,2.6903,0.5556,1,0.0,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,7,9,36,4.8611,2.1364,0.7778,1.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-019,IMO-easy,1,competition-hard,False,9,9,1,6.0,0.0,1.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,1,9,9,0.1111,0.3143,0.0,0.1429,0.3499,5.7143,2.3733
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,3,9,84,0.3333,0.4714,0.0,0.4286,0.4949,6.9714,0.1666
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,5,9,126,0.5556,0.4969,0.0,0.7143,0.4518,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,7,9,36,0.7778,0.4157,0.0,1.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-020,IMO-medium,1,competition-hard,False,9,9,1,1.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0.1429,0.3499
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0.4286,0.4949
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0.7143,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,1.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-021,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,3.1429,3.0905
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,6.1429,1.8844
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,6.9524,0.213
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-022,IMO-easy,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-023,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,0.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-024,IMO-hard,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,1,9,9,1.4444,2.7126,0.2222,1,2.4495,5.7143,1.9795
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,3,9,84,3.8333,3.2617,0.5833,3,3.4641,6.8857,0.3182
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,5,9,126,5.5556,2.5215,0.8333,5,3.1623,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,7,9,36,6.6111,1.185,0.9722,7.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-025,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,1,9,9,0,0.0,0.0,0,0.0,0.7143,0.4518
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,3,9,84,0,0.0,0.0,0,0.0,1,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,5,9,126,0,0.0,0.0,0,0.0,1,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,7,9,36,0,0.0,0.0,0.0,0.0,1.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-026,IMO-medium,1,competition-hard,False,9,9,1,0.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,1,9,9,0.1111,0.3143,0.0,0,0.0,2,3.1623
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,3,9,84,0.3333,0.4714,0.0,0,0.0,5,3.1623
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,5,9,126,0.5556,0.4969,0.0,0,0.0,6.6667,1.4907
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,7,9,36,0.7778,0.4157,0.0,0.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-027,IMO-hard,1,competition-hard,False,9,9,1,1.0,0.0,0.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,1,9,9,3.1111,3.4783,0.4444,4.8571,3.0905,4.1429,3.3135
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,3,9,84,6.1667,2.2669,0.881,6.9714,0.1666,6.8286,0.9996
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,5,9,126,6.9444,0.6211,0.9921,7,0.0,7,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,7,9,36,7,0.0,1.0,7.0,0.0,7.0,0.0
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-028,IMO-easy,1,competition-hard,False,9,9,1,7.0,0.0,1.0,,,,
scaling,scaling,gemma-4-31b-it,openrouter/google/gemma-4-31b-it,default,PB-Advanced-029,IMO-medium,1,competition-hard,False,1,9,9,0.5556,0.4969,0.0,0.2857,0.4518,1.1429,2.4159
