judge_id,model_id,reasoning_config,reasoning_param_json,grading_id,problem_id,problem_source,human_score,human_score_bucketed,human_pass_at_6,human_signal_at_1,judge_score,score_in_allowed_set,judge_pass_at_6,judge_signal_at_1,pass_match_at_6,signal_match_at_1,delta,abs_delta,error,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,cost_usd,elapsed_s
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0891,PB-Advanced-027,USAMO 2025,5,6,False,True,7,True,True,True,False,True,2,2,,3326,607,0,3933,0.011799,3.77
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0007,PB-Advanced-001,Novel Problem,6,6,True,True,7,True,True,True,True,True,1,1,,4093,523,0,4616,0.013848,2.82
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0778,PB-Advanced-023,(Modified) IMO 2024 P5,1,1,False,True,7,True,True,True,False,True,6,6,,3705,780,0,4485,0.013455,4.99
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0826,PB-Advanced-025,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3085,507,0,3592,0.010776,3.25
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0164,PB-Advanced-006,Novel Problem,0,0,False,False,6,True,True,True,False,False,6,6,,20003,738,0,20741,0.062223,5.85
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0715,PB-Advanced-021,(Modified) IMO 2024 P3,4,6,False,True,7,True,True,True,False,True,3,3,,6485,598,0,7083,0.021249,3.91
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0984,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,2807,622,0,3429,0.010287,4.58
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0349,PB-Advanced-011,Novel Problem,2,1,False,True,7,True,True,True,False,True,5,5,,3206,490,0,3696,0.011088,3.28
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0965,PB-Advanced-029,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3128,636,0,3764,0.011292,4.0
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0160,PB-Advanced-005,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,5658,568,0,6226,0.018678,3.63
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0221,PB-Advanced-008,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3617,696,0,4313,0.012939,3.75
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0782,PB-Advanced-024,(Modified) IMO 2024 P6,0,0,False,False,0,True,False,False,True,True,0,0,,19383,858,0,20241,0.060723,6.13
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0345,PB-Advanced-011,Novel Problem,0,0,False,False,1,True,False,True,True,False,1,1,,2710,563,0,3273,0.009819,3.74
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0991,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,2822,528,0,3350,0.01005,3.9
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0095,PB-Advanced-004,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,4183,731,0,4914,0.014742,3.99
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0390,PB-Advanced-012,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,7194,701,0,7895,0.023685,4.0
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0100,PB-Advanced-004,Novel Problem,5,6,False,True,7,True,True,True,False,True,2,2,,3904,740,0,4644,0.013932,3.61
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0368,PB-Advanced-012,Novel Problem,2,1,False,True,7,True,True,True,False,True,5,5,,11266,706,0,11972,0.035916,4.98
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0868,PB-Advanced-026,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3451,728,0,4179,0.012537,3.76
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0353,PB-Advanced-011,Novel Problem,3,1,False,True,7,True,True,True,False,True,4,4,,3005,508,0,3513,0.010539,3.24
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0619,PB-Advanced-018,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4565,589,0,5154,0.015462,3.59
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0271,PB-Advanced-009,Novel Problem,0,0,False,False,1,True,False,True,True,False,1,1,,3784,1046,0,4830,0.01449,5.71
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0827,PB-Advanced-025,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,2624,666,0,3290,0.00987,4.3
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0045,PB-Advanced-002,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,3704,789,0,4493,0.013479,4.53
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0748,PB-Advanced-022,(Modified) IMO 2024 P4,7,7,True,True,7,True,True,True,True,True,0,0,,3530,671,0,4201,0.012603,4.08
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0471,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3742,615,0,4357,0.013071,3.25
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0550,PB-Advanced-017,Novel Problem,1,1,False,True,7,True,True,True,False,True,6,6,,5932,694,0,6626,0.019878,4.09
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0128,PB-Advanced-005,Novel Problem,0,0,False,False,6,True,True,True,False,False,6,6,,6287,674,0,6961,0.020883,4.34
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0388,PB-Advanced-012,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,7385,692,0,8077,0.024231,4.16
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0081,PB-Advanced-003,Novel Problem,1,1,False,True,7,True,True,True,False,True,6,6,,4551,692,0,5243,0.015729,4.37
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0566,PB-Advanced-017,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,5848,586,0,6434,0.019302,3.7
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0301,PB-Advanced-010,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3098,428,0,3526,0.010578,3.43
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0850,PB-Advanced-026,USAMO 2025,6,6,True,True,7,True,True,True,True,True,1,1,,3376,735,0,4111,0.012333,4.9
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0644,PB-Advanced-019,(Modified) IMO 2024 P1,7,7,True,True,7,True,True,True,True,True,0,0,,3997,600,0,4597,0.013791,3.43
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0634,PB-Advanced-019,(Modified) IMO 2024 P1,7,7,True,True,7,True,True,True,True,True,0,0,,3858,645,0,4503,0.013509,3.84
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0907,PB-Advanced-027,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3170,616,0,3786,0.011358,3.57
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0883,PB-Advanced-027,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,6455,542,0,6997,0.020991,3.95
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0371,PB-Advanced-012,Novel Problem,2,1,False,True,7,True,True,True,False,True,5,5,,8791,840,0,9631,0.028893,5.12
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0592,PB-Advanced-017,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,5250,713,0,5963,0.017889,3.83
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0197,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,2943,504,0,3447,0.010341,2.79
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0722,PB-Advanced-022,(Modified) IMO 2024 P4,0,0,False,False,7,True,True,True,False,False,7,7,,3796,988,0,4784,0.014352,4.93
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0072,PB-Advanced-003,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4637,782,0,5419,0.016257,4.76
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0047,PB-Advanced-002,Novel Problem,1,1,False,True,7,True,True,True,False,True,6,6,,3821,684,0,4505,0.013515,4.49
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0678,PB-Advanced-020,(Modified) IMO 2024 P2,7,7,True,True,7,True,True,True,True,True,0,0,,3691,620,0,4311,0.012933,3.52
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0234,PB-Advanced-008,Novel Problem,1,1,False,True,6,True,True,True,False,True,5,5,,9189,837,0,10026,0.030078,5.89
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0792,PB-Advanced-024,(Modified) IMO 2024 P6,1,1,False,True,0,True,False,False,True,False,-1,1,,5977,818,0,6795,0.020385,4.91
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0297,PB-Advanced-010,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3421,777,0,4198,0.012594,4.63
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0082,PB-Advanced-003,Novel Problem,1,1,False,True,0,True,False,False,True,False,-1,1,,4942,676,0,5618,0.016854,4.6
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0876,PB-Advanced-027,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,4313,627,0,4940,0.01482,4.29
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0979,PB-Advanced-030,USAMO 2025,0,0,False,False,7,True,True,True,False,False,7,7,,2677,494,0,3171,0.009513,3.36
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0888,PB-Advanced-027,USAMO 2025,4,6,False,True,7,True,True,True,False,True,3,3,,3142,488,0,3630,0.01089,3.31
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0104,PB-Advanced-004,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3943,604,0,4547,0.013641,3.51
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0948,PB-Advanced-029,USAMO 2025,1,1,False,True,7,True,True,True,False,True,6,6,,2372,541,0,2913,0.008739,3.13
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0955,PB-Advanced-029,USAMO 2025,1,1,False,True,0,True,False,False,True,False,-1,1,,2997,716,0,3713,0.011139,4.57
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0465,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3282,675,0,3957,0.011871,4.16
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0651,PB-Advanced-019,(Modified) IMO 2024 P1,7,7,True,True,7,True,True,True,True,True,0,0,,4858,602,0,5460,0.01638,3.74
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0855,PB-Advanced-026,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3739,677,0,4416,0.013248,4.43
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0374,PB-Advanced-012,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,7435,557,0,7992,0.023976,3.38
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0167,PB-Advanced-006,Novel Problem,1,1,False,True,6,True,True,True,False,True,5,5,,4357,784,0,5141,0.015423,4.76
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0380,PB-Advanced-012,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,7320,750,0,8070,0.02421,4.25
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0364,PB-Advanced-012,Novel Problem,0,0,False,False,6,True,True,True,False,False,6,6,,5422,827,0,6249,0.018747,4.85
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0215,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3467,673,0,4140,0.01242,3.43
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0687,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,4158,873,0,5031,0.015093,5.67
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0274,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4193,488,0,4681,0.014043,3.52
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0971,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,7610,919,0,8529,0.025587,5.82
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0700,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,7,True,True,True,False,False,7,7,,4913,639,0,5552,0.016656,4.21
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0664,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,7,True,True,True,False,False,7,7,,4108,909,0,5017,0.015051,4.73
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0074,PB-Advanced-003,Novel Problem,1,1,False,True,7,True,True,True,False,True,6,6,,4709,638,0,5347,0.016041,4.05
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0624,PB-Advanced-019,(Modified) IMO 2024 P1,5,6,False,True,7,True,True,True,False,True,2,2,,5707,559,0,6266,0.018798,3.6
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0908,PB-Advanced-027,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3136,780,0,3916,0.011748,4.7
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0176,PB-Advanced-006,Novel Problem,2,1,False,True,7,True,True,True,False,True,5,5,,8316,732,0,9048,0.027144,5.08
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0547,PB-Advanced-016,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,2632,737,0,3369,0.010107,3.86
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0747,PB-Advanced-022,(Modified) IMO 2024 P4,7,7,True,True,7,True,True,True,True,True,0,0,,2833,669,0,3502,0.010506,3.89
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0995,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,2844,864,0,3708,0.011124,4.9
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0168,PB-Advanced-006,Novel Problem,1,1,False,True,1,True,False,True,True,True,0,0,,3750,692,0,4442,0.013326,4.13
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0474,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,4109,701,0,4810,0.01443,4.2
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0389,PB-Advanced-012,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,6504,904,0,7408,0.022224,4.4
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0277,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,5362,553,0,5915,0.017745,3.61
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0656,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,7,True,True,True,False,False,7,7,,5066,597,0,5663,0.016989,3.4
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0705,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,0,True,False,False,True,True,0,0,,5338,645,0,5983,0.017949,4.14
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0571,PB-Advanced-017,Novel Problem,5,6,False,True,7,True,True,True,False,True,2,2,,4606,675,0,5281,0.015843,4.2
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0225,PB-Advanced-008,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3750,827,0,4577,0.013731,4.25
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0702,PB-Advanced-021,(Modified) IMO 2024 P3,0,0,False,False,7,True,True,True,False,False,7,7,,8087,551,0,8638,0.025914,4.05
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0333,PB-Advanced-011,Novel Problem,0,0,False,False,6,True,True,True,False,False,6,6,,3141,593,0,3734,0.011202,4.06
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0864,PB-Advanced-026,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3799,681,0,4480,0.01344,3.67
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0787,PB-Advanced-024,(Modified) IMO 2024 P6,1,1,False,True,0,True,False,False,True,False,-1,1,,6260,827,0,7087,0.021261,4.9
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0795,PB-Advanced-024,(Modified) IMO 2024 P6,1,1,False,True,0,True,False,False,True,False,-1,1,,6521,536,0,7057,0.021171,3.67
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0058,PB-Advanced-002,Novel Problem,2,1,False,True,0,True,False,False,True,False,-2,2,,3965,669,0,4634,0.013902,4.08
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0235,PB-Advanced-008,Novel Problem,1,1,False,True,7,True,True,True,False,True,6,6,,4649,573,0,5222,0.015666,3.02
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0842,PB-Advanced-026,USAMO 2025,0,0,False,False,1,True,False,True,True,False,1,1,,9281,721,0,10002,0.030006,5.46
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0983,PB-Advanced-030,USAMO 2025,0,0,False,False,0,True,False,False,True,True,0,0,,4709,621,0,5330,0.01599,4.35
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0825,PB-Advanced-025,USAMO 2025,7,7,True,True,7,True,True,True,True,True,0,0,,3952,504,0,4456,0.013368,3.27
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0324,PB-Advanced-010,Novel Problem,5,6,False,True,7,True,True,True,False,True,2,2,,4188,703,0,4891,0.014673,4.3
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0411,PB-Advanced-012,Novel Problem,5,6,False,True,7,True,True,True,False,True,2,2,,6779,716,0,7495,0.022485,4.01
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0275,PB-Advanced-009,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,3463,501,0,3964,0.011892,3.38
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0068,PB-Advanced-003,Novel Problem,0,0,False,False,0,True,False,False,True,True,0,0,,4740,604,0,5344,0.016032,3.63
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0217,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,3817,595,0,4412,0.013236,3.02
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0581,PB-Advanced-017,Novel Problem,6,6,True,True,7,True,True,True,True,True,1,1,,5401,511,0,5912,0.017736,3.33
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0736,PB-Advanced-022,(Modified) IMO 2024 P4,1,1,False,True,1,True,False,True,True,True,0,0,,2699,777,0,3476,0.010428,4.83
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0323,PB-Advanced-010,Novel Problem,4,6,False,True,7,True,True,True,False,True,3,3,,4877,841,0,5718,0.017154,5.07
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0218,PB-Advanced-007,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,2992,690,0,3682,0.011046,4.07
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0672,PB-Advanced-020,(Modified) IMO 2024 P2,1,1,False,True,7,True,True,True,False,True,6,6,,5277,751,0,6028,0.018084,4.19
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0512,PB-Advanced-015,Novel Problem,3,1,False,True,7,True,True,True,False,True,4,4,,3000,593,0,3593,0.010779,3.7
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0406,PB-Advanced-012,Novel Problem,5,6,False,True,7,True,True,True,False,True,2,2,,6478,653,0,7131,0.021393,3.84
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0659,PB-Advanced-020,(Modified) IMO 2024 P2,0,0,False,False,7,True,True,True,False,False,7,7,,3117,755,0,3872,0.011616,4.86
gemini-3-flash,google/gemini-3-flash-preview,default,,GB-0470,PB-Advanced-014,Novel Problem,7,7,True,True,7,True,True,True,True,True,0,0,,4982,671,0,5653,0.016959,4.09
