model,model_id,model_config,reasoning_param_json,problem_id,category,subcategory,short_answer,score,verdict_raw,gen_elapsed_s,judge_elapsed_s,total_elapsed_s,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,judge_prompt_tokens,judge_completion_tokens,est_cost_usd,judge_model,run_date,source_file,error
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-049,Number theory,Set,3,1,<verdict>correct</verdict> The candidate correctly identifies the relationship between the problem and the Schur number $S(n)$ and arrives at the correct numerical answer of 3.,250.36,0.96,251.32,196,33141,,33337,2855,38,0.398084,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,default,,imo-bench-number_theory-078,Number theory,Divisibility,"0,2,6",1,"<verdict>correct</verdict> The candidate correctly identifies the set of nonnegative integers $\{0, 2, 6\}$ that satisfy the condition, and provides a logically sound argument for the exhaustive search of these values.",251.62,1.04,252.66,188,34078,,34266,3318,46,0.409312,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-algebra-004,Algebra,Inequality,$2^{u-2}$,0,"<verdict>incorrect</verdict> The candidate correctly identifies that the value depends on $u$ and performs a derivation; however, they ultimately conclude that the value is $2^{-1/2^{u-1}}$, which contradicts the ground-truth value $2^{u-2}$. Checking $u=2$ (so $n=2^{2-1}=2$), the ground truth is $2^{2-2} = 2^0 = 1$. The candidate's formula gives $2^{-1/2^1} = 2^{-1/2} = 1/\sqrt{2}$. Plugging $u=2, C=1$ into the original inequality gives $\frac{t^4+1}{2} \le (t^2-2t+1+t)^2 = (t^2-t+1)^2$, which holds. If $C=1/\sqrt{2}$, then $(C(t-1)^2+t)^2$ at $t = 1 - \sqrt{2} \approx -0.414$ results in a value smaller than $\frac{t^4+1}{2}$, showing the candidate's answer is incorrect.",67.39,1.62,69.01,202,5054,,5256,6276,257,0.07631500000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-algebra-012,Algebra,Other,$\frac{1}{2}$,1,"<verdict>correct</verdict> The candidate correctly identifies the minimum value of $T$ as $1/2$ and provides a valid logical derivation using the pigeonhole principle on the ratios of segments of the ordered sequence $\{x_1, \dots, x_5\}$ to establish the upper bound and the geometric progression $2^0, 2^1, 2^2, 2^3, 2^4$ to establish the lower bound.",35.64,1.6,37.25,216,2396,,2612,3559,98,0.03648,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-algebra-088,Algebra,Equation,$\frac{1}{7}$,1,"<verdict>correct</verdict> The candidate correctly identifies the only real number solution $a = 1/7$ and provides a logical, exhaustive derivation covering both positive and negative cases for the implied integer variables. The final result matches the ground truth.",87.47,1.2,88.67,185,6710,,6895,8116,53,0.10111250000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-combinatorics-026,Combinatorics,Enumerative Combinatorics,847288609444,0,"<verdict>incorrect</verdict> The candidate correctly identifies that valid colorings are of the form $\{T \subseteq S \mid A \subseteq T \subseteq A \cup B\}$ for disjoint $A, B \subseteq S$, but then incorrectly calculates the number of ways to choose such sets as $3^{25}$. The actual number of such pairs $(A, B)$ is $3^{25}$, but the problem asks for the number of *colorings*. A coloring is determined by the indicator function $g(T)$ (where $g(T)=1$ if $T$ is blue). For a fixed $A$ and $B$, the coloring is defined as $T$ being blue if and only if $A \subseteq T \subseteq A \cup B$. Each pair $(A, B)$ yields a unique coloring. Since there are $3^{25}$ such pairs, the correct answer is indeed $3^{25} = 847288609443$, but the candidate provided $3^{25}$ in their boxed answer while the ground truth is $847288609444$. There is a missing case (the all-green coloring where $g(T)=0$ for all $T$, which occurs if we don't count it as a subset of the ""blue"" sets, or rather, the ""all-green"" case $f(T)=0$ is a valid sol...[truncated]",85.43,1.87,87.3,290,5921,,6211,6914,341,0.08954000000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-combinatorics-028,Combinatorics,Operations,1198,0,"<verdict>incorrect</verdict> The candidate correctly identifies the structure of the generated numbers but arrives at the wrong final numerical answer. The number of times 2013 appears is given by the number of times 2013 can be expressed as a sum of consecutive terms $k + (k+1) + \dots + (k+m)$ where the sum appears at some level, which leads to solutions for the equation $2013 = \frac{(m+1)(2k+m)}{2}$ for specific indices, resulting in 1198.",35.55,1.09,36.64,231,2181,,2412,3423,123,0.0332925,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-combinatorics-084,Combinatorics,Operations,3,0,"<verdict>incorrect</verdict> The problem asks for the smallest number of tuples $s$ needed in 1997-dimensional space to generate all integer 2023-tuples; however, the coordinate dimension of the tuples is preserved by the operations, so the $1997$ and $2023$ in the problem statement are fixed. The ground-truth answer for this problem (often found in math competitions) is 3, whereas the candidate solution concludes the answer is 2023 based on a mistaken assumption that the dimension must be 2023.",79.68,1.0,80.68,415,4877,,5292,6368,127,0.0741925,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-geometry-021,Geometry,combinatorial_geometry,499000,0,"<verdict>incorrect</verdict> The candidate correctly identifies the problem as relating to the sum of diagonals of a convex 1001-gon. However, they arrive at the answer 500. The correct answer is 499,000. Specifically, for a convex $N$-gon (here $N=1001$), there are $N(N-3)/2 = 1001 \times 998 / 2 = 499,499$ total diagonals. The problem asks for the least $n$ such that the sum of any $n$ diagonals is at least the sum of the remaining $499,499-n$ diagonals. This requires $n \ge 499,499 - n$, which implies $2n \ge 499,499$, hence $n \ge 249,750$. The ground-truth answer reflects the correct mathematical derivation for this classic problem.",57.04,1.58,58.62,179,3557,,3736,4766,217,0.0538025,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-geometry-029,Geometry,computation,90,0,"<verdict>incorrect</verdict> The candidate's final answer of $30^\circ$ is incorrect; the correct ground-truth value is $90^\circ$. While the candidate provided a long derivation attempt, their final result does not match the ground truth.",48.13,0.76,48.89,274,3382,,3656,4550,57,0.051415,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-geometry-036,Geometry,computation,$\frac{a\sqrt{19}}{2}$,1,"<verdict>correct</verdict> The candidate correctly set up the coordinates for the vertices of the triangle, determined the positions of points $P, Q,$ and $R$, and accurately calculated the distance $YR$ using the distance formula, arriving at the correct final expression.",8.99,1.18,10.17,250,676,,926,1776,57,0.010765,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-number_theory-045,Number theory,Sequence,2030,1,"<verdict>correct</verdict> The candidate correctly identifies the condition for a ""cool integer"" (that $T_n = \frac{n(n+1)}{2}$ is not a perfect square) and accurately lists the non-cool integers up to the required range ($1, 8, 49, 288, 1681$). They correctly calculate that there are 5 such integers less than 2030, which shifts the count by 5 such that the 2025th cool integer is $2025 + 5 = 2030$.",20.68,1.03,21.71,209,1312,,1521,2505,131,0.020202499999999998,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-number_theory-049,Number theory,Set,3,1,"<verdict>correct</verdict> The candidate correctly identifies that the problem is equivalent to finding the largest $m$ such that any $m$-coloring of $\{1, 2, \dots, 40\}$ contains a monochromatic Schur triple $x+y=z$. Using the known values of the Schur number $S(m)$, the candidate correctly reasons that since $S(3) = 13 < 40$ and $S(4) = 44 \ge 40$, the maximum such $m$ is 3.",15.1,1.17,16.27,204,967,,1171,2019,117,0.015015,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
gpt-5.4,openai/gpt-5.4,default,,imo-bench-number_theory-078,Number theory,Divisibility,"0,2,6",1,"<verdict>correct</verdict> The candidate correctly factors the expression $n^3 + 4n^2 + 6n + 4 = (n+2)(n^2+2n+2)$, analyzes the condition for divisibility by $20^{n+1} = 2^{2n+2}5^{n+1}$, and successfully identifies the full set of solutions $n \in \{0, 2, 6\}$.",74.56,1.36,75.92,193,5627,,5820,6708,98,0.0848875,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-algebra-004,Algebra,Inequality,$2^{u-2}$,1,<verdict>correct</verdict> The candidate correctly identifies the necessary and sufficient value $C = 2^{u-2}$ and justifies it using a series expansion for necessity and a binomial coefficient inequality for sufficiency.,271.71,0.84,272.55,203,41476,,41679,2555,45,0.14531824999999998,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-algebra-012,Algebra,Other,$\frac{1}{2}$,1,"<verdict>correct</verdict>
The problem asks for the minimum $T$ such that for any five distinct positive real numbers, we can choose two disjoint ordered pairs $(e,h)$ and $(g,f)$ satisfying $|e/h - g/f| \le T$. 

The value $T=1/2$ is correct. For $T=1/2$, if there exist two disjoint pairs with ratios $>2$, then their reciprocals are in $(0, 1/2)$, so their difference is $ < 1/2$. If not, the set of pairs with ratio $>2$ forms a star; removing the center leaves four numbers with pairwise ratios $\le 2$, and for such four numbers $a<b<c<d$, the pairing $(a,d)$ and $(b,c)$ gives $|b/c - a/d| = b/c - a/d < 1 - 1/2 = 1/2$. For $T < 1/2$, one can construct a set consisting of four numbers clustered near 1 and 2 (e.g., $1, 2-\varepsilon, 2-\varepsilon/2, 2$) and an extreme outlier, yielding minimal ratio differences approaching $1/2$ from below, so $m(S) > T$ for such sets. Thus $1/2$ is the minimum value.",1454.98,2.56,1457.54,219,65536,,65755,70454,298,0.22954025,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-algebra-088,Algebra,Equation,$\frac{1}{7}$,1,"<verdict>correct</verdict> The candidate correctly identifies the only solution as $\frac{1}{7}$ and provides a logically sound, step-by-step rigorous derivation to justify that no other solutions (positive or negative) exist.",429.85,0.81,430.66,181,0,,181,3365,50,0.00013575,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-combinatorics-026,Combinatorics,Enumerative Combinatorics,847288609444,1,"<verdict>correct</verdict> The candidate correctly identifies that the valid colorings are the all-green coloring plus the colorings whose blue sets form an interval $[L, U]$ in the subset lattice $\mathcal{P}(S)$, which corresponds to $3^{n}+1$ for $n=25$. Their calculated value $3^{25} + 1$ is mathematically equivalent to 847288609444.",197.78,1.05,198.83,290,24800,,25090,2839,98,0.0870175,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-combinatorics-028,Combinatorics,Operations,1198,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,trial killed (hung in 49-min wall-clock cap)
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-combinatorics-084,Combinatorics,Operations,3,,,,,,,,,,,,,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,trial killed (hung in 49-min wall-clock cap)
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-geometry-021,Geometry,combinatorial_geometry,499000,1,"<verdict>correct</verdict> The problem asks for the least positive integer $n$ such that in every convex 1001-sided polygon, the sum of any $n$ diagonals is at least the sum of the remaining $M-n$ diagonals. This condition is equivalent to the sum of the $n$ shortest diagonals being at least half the total sum of all diagonals. Based on the cluster construction of arranging vertices into a tiny arc of 1000 vertices and one isolated vertex, the maximum number of such shortest diagonals is obtained. Calculations for this extreme case leading to $n = 499000$ (given by $M - \lfloor N/2 \rfloor + 1 = 499499 - 500 + 1 = 499000$) align with the ground truth.",1177.5,1.84,1179.34,183,32768,,32951,34690,181,0.11482525,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-geometry-029,Geometry,computation,90,1,<verdict>correct</verdict> The candidate correctly identifies the result and provides a sound analytical geometry justification that concludes $\angle RJS=90^\circ$.,1596.0,0.7,1596.7,278,31692,,31970,3063,34,0.1111305,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-geometry-036,Geometry,computation,$\frac{a\sqrt{19}}{2}$,1,"<verdict>correct</verdict> The candidate correctly established a coordinate system, identified the coordinates of points $P, Q, R,$ and $Y$ based on the given geometry, and correctly applied the distance formula to arrive at the length $\frac{a\sqrt{19}}{2}$.",75.99,0.97,76.96,252,2772,,3024,1843,62,0.009891,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-number_theory-045,Number theory,Sequence,2030,1,"<verdict>correct</verdict> The candidate correctly identifies that a number $n$ is cool if and only if the triangular number $T_n$ is not a perfect square. Their calculation of the sequence of non-cool numbers $1, 8, 49, 288, 1681$ is accurate, leading correctly to the conclusion that there are 5 non-cool numbers up to 2025, and correctly identifying 2030 as the 2025th cool integer.",158.24,1.13,159.37,212,20635,,20847,2671,114,0.0723815,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-number_theory-049,Number theory,Set,3,1,"<verdict>correct</verdict> The candidate correctly identifies that $m=3$ is the maximum value. Their reasoning properly leverages the partition property related to Schur's Theorem and the Ramsey number $R(3,3,3) \le 17$ (which is indeed equal to 17), correctly demonstrating that any partition of a set containing $\{1, \dots, 16\}$ into 3 parts contains a ""non-sum-free"" part, and that $\{1, \dots, 40\}$ can be partitioned into 4 sum-free sets.",429.65,1.42,431.07,207,35335,,35542,3182,123,0.12382775,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
kimi-k2.6,moonshotai/kimi-k2.6,default,,imo-bench-number_theory-078,Number theory,Divisibility,"0,2,6",1,"<verdict>correct</verdict> The candidate correctly factors the expression, sets up the equivalent Diophantine equation, identifies the solutions $(0, 2, 6)$, and verifies them.",618.19,2.64,620.84,190,22066,,22256,3152,41,0.0773735,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-algebra-004,Algebra,Inequality,$2^{u-2}$,1,"<verdict>correct</verdict> The candidate correctly identifies the necessary condition through a local Taylor expansion at $t=1$, derives $C \ge 2^{u-2}$, and correctly concludes that $2^{u-2}$ is the minimal constant.",795.29,0.81,796.1,216,35035,,35251,2194,55,0.21884304000000002,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-algebra-012,Algebra,Other,$\frac{1}{2}$,1,<verdict>correct</verdict> The candidate correctly identifies the minimum value of $T$ as $1/2$ and provides a logical justification that establishes both the sufficiency and the necessity of this value.,841.15,0.98,842.14,230,30261,,30491,3138,43,0.18906784000000001,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-algebra-088,Algebra,Equation,$\frac{1}{7}$,1,"<verdict>correct</verdict> The candidate correctly identifies that $a$ must be of the form $4/k$ for an integer $k$, performs an exhaustive search to verify $a=1/7$, and provides a valid logical argument for why no other solutions (positive or negative) exist.",284.16,1.16,285.33,202,12310,,12512,3115,64,0.07702448,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-combinatorics-026,Combinatorics,Enumerative Combinatorics,847288609444,1,"<verdict>correct</verdict> The candidate correctly identifies the structure of the colorings, arriving at $3^{25} + 1$. Calculating $3^{25} + 1$: $3^{25} = 847288609443$, so $3^{25} + 1 = 847288609444$, which matches the ground truth.",1078.17,1.0,1079.17,304,47311,,47615,3675,95,0.29553680000000004,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-combinatorics-028,Combinatorics,Operations,1198,1,"<verdict>correct</verdict> The candidate correctly identifies the structure of the generated numbers as linear combinations $(xi + y(i+1))$ and reduces the problem to counting pairs $(i, s)$ such that $xi + y(i+1) = 2013$ with $\gcd(x,y)=1$. By setting $s=x+y$, they correctly determine that the number of occurrences is equivalent to the number of integers $s \in [3, 2012]$ such that $\gcd(s, 2013)=1$, leading to the correct calculation of $\phi(2013) - 2 = 1198$.",319.26,1.25,320.51,250,13193,,13443,2835,147,0.08258432,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-combinatorics-084,Combinatorics,Operations,3,0,"<verdict>incorrect</verdict> The candidate correctly identified that the answer depends on the dimension provided in the problem statement, but failed to extract the ground truth numerical value for the specific question. The problem asks for the minimum number of tuples to generate any integer-valued 2023-tuple, and the ground truth answer is 3, which is independent of the dimension $n$ (a known result for this specific problem type). The candidate's derivation of $n+1$ is incorrect for this specific mathematical puzzle.",546.03,2.19,548.22,462,21707,,22169,3616,110,0.13593216000000002,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-geometry-021,Geometry,combinatorial_geometry,499000,1,"<verdict>correct</verdict> The candidate correctly identifies the worst-case polygon configuration for the sum of diagonals and arrives at the mathematically correct final answer of 499,000.",771.48,0.79,772.27,194,31401,,31595,2022,42,0.196144,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-geometry-029,Geometry,computation,90,1,<verdict>correct</verdict> The candidate correctly identifies that the angle $\angle RJS = 90^\circ$ and provides a valid geometric and algebraic verification of this result.,1115.55,0.83,1116.37,290,48605,,48895,2735,39,0.30359680000000006,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-geometry-036,Geometry,computation,$\frac{a\sqrt{19}}{2}$,1,"<verdict>correct</verdict> The candidate correctly set up the coordinates, calculated the positions of points $P$, $Q$, and $R$, and used the distance formula to arrive at the result $\frac{\sqrt{19}}{2}a$, which is equivalent to the ground truth.",111.87,1.08,112.94,269,4660,,4929,1918,62,0.02935816,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-number_theory-045,Number theory,Sequence,2030,1,"<verdict>correct</verdict> The candidate correctly identifies the condition for $n$ to be a ""cool"" integer (that the $n$-th triangular number is not a perfect square) and accurately calculates the 2025th such integer by identifying the non-cool integers less than $N \approx 2025$.",471.72,0.82,472.54,224,18800,,19024,2297,72,0.11754496000000002,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-number_theory-049,Number theory,Set,3,1,"<verdict>correct</verdict>
The candidate correctly identifies that the threshold $m$ is determined by the Schur number $S(n)$. The reasoning that the condition $x+y-z=0$ (or $x+y=z$) must hold for $m=3$ because $40 > S(3)=13$, and that a partition exists for $m=4$ because $40 \le S(4)=44$, is mathematically sound.",1181.78,1.22,1183.0,218,52410,,52628,2495,102,0.32726512,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
qwen3.6-max-preview,qwen/qwen3.6-max-preview,default,,imo-bench-number_theory-078,Number theory,Divisibility,"0,2,6",1,"<verdict>correct</verdict> The candidate correctly identifies the set of nonnegative integers $n \in \{0, 2, 6\}$ that satisfy the divisibility condition, following a valid logical derivation.",356.45,0.88,357.33,209,15019,,15228,2769,44,0.09393592,google/gemini-3.1-flash-lite-preview,2026-05-04,expensive_models_compare_20260504_20260505_012855_partial.json,
